96868,1392,"2023-03-13"
197472,1161,"2023-03-13"
204333,1260,"2023-03-13"
197468,1172,"2023-03-13"
197453,1393,"2023-03-13"
96826,1771,"2023-03-13"
190774,1489,"2023-03-13"
124709,1487,"2023-03-13"
197579,1468,"2023-03-13"
197473,1490,"2023-03-13"
197822,1853,"2023-03-13"
96787,1099,"2023-03-13"
197510,1491,"2023-03-13"
99945,1492,"2023-03-13"
198329,1469,"2023-03-13"
124693,1470,"2023-03-13"
197766,1402,"2023-03-13"
124873,1068,"2023-03-13"
237465,1471,"2023-03-13"
28226,1267,"2023-03-13"
96725,1055,"2023-03-13"
209091,1538,"2023-03-13"
96852,1173,"2023-03-13"
197430,1562,"2023-03-13"
96842,1539,"2023-03-13"
96811,1493,"2023-03-13"
197535,1494,"2023-03-13"
197649,1495,"2023-03-13"
197589,1563,"2023-03-13"
1917,1264,"2023-03-13"
125046,1309,"2023-03-13"
192634,1564,"2023-03-13"
124833,1845,"2023-03-13"
197480,1217,"2023-03-13"
96810,1211,"2023-03-13"
197607,1353,"2023-03-13"
197720,1038,"2023-03-13"
197419,1326,"2023-03-13"
28353,1427,"2023-03-13"
197414,1152,"2023-03-13"
198490,1278,"2023-03-13"
197513,1330,"2023-03-13"
197455,1496,"2023-03-13"
193273,1395,"2023-03-13"
106936,1396,"2023-03-13"
197391,1026,"2023-03-13"
101585,1540,"2023-03-13"
197795,1846,"2023-03-13"
2341,1262,"2023-03-13"
28150,1772,"2023-03-13"
229352,1397,"2023-03-13"
197702,1541,"2023-03-13"
197632,1192,"2023-03-13"
197582,1523,"2023-03-13"
197717,1315,"2023-03-13"
197742,1542,"2023-03-13"
28298,1006,"2023-03-13"
96991,1307,"2023-03-13"
197628,1213,"2023-03-13"
239255,1442,"2023-03-13"
183916,1092,"2023-03-13"
96833,1089,"2023-03-13"
197794,1515,"2023-03-13"
197416,1232,"2023-03-13"
197819,1300,"2023-03-13"
197436,1498,"2023-03-13"
209140,1565,"2023-03-13"
239256,1283,"2023-03-13"
197804,1861,"2023-03-13"
124807,1499,"2023-03-13"
202036,1500,"2023-03-13"
197443,1566,"2023-03-13"
197694,1243,"2023-03-13"
840,1398,"2023-03-13"
197728,1706,"2023-03-13"
197718,1543,"2023-03-13"
125027,1014,"2023-03-13"
204419,1567,"2023-03-13"
125025,1860,"2023-03-13"
197799,1524,"2023-03-13"
124785,1544,"2023-03-13"
197549,1556,"2023-03-13"
94649,1355,"2023-03-13"
197780,1568,"2023-03-13"
197452,1569,"2023-03-13"
197557,1570,"2023-03-13"
204420,1473,"2023-03-13"
197618,1005,"2023-03-13"
197645,1474,"2023-03-13"
197543,1571,"2023-03-13"
96952,1545,"2023-03-13"
88715,1536,"2023-03-13"
198063,1694,"2023-03-13"
96830,1773,"2023-03-13"
23816,1774,"2023-03-13"
197444,1572,"2023-03-13"
197457,1475,"2023-03-13"
198176,1113,"2023-03-13"
34578,1546,"2023-03-13"
197596,1070,"2023-03-13"
197514,1064,"2023-03-13"
193419,1203,"2023-03-13"
96752,1476,"2023-03-13"
2054,1090,"2023-03-13"
135511,1323,"2023-03-13"
125023,1377,"2023-03-13"
197682,1382,"2023-03-13"
197800,1052,"2023-03-13"
197412,1502,"2023-03-13"
197459,1477,"2023-03-13"
124895,1065,"2023-03-13"
124586,1776,"2023-03-13"
197526,1647,"2023-03-13"
96780,1205,"2023-03-13"
197770,1403,"2023-03-13"
197398,1478,"2023-03-13"
124715,1198,"2023-03-13"
122978,1547,"2023-03-13"
218349,1347,"2023-03-13"
5565,1503,"2023-03-13"
197846,1548,"2023-03-13"
